t0,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,severity
0.0034,0.0268,0.01,0.0356,0.0097,0.0198,0.0153,0.0079,0.028,0.0109,0.0054,0.1013,0.0135,0.0229,0.0117,0.014,0.0312,0.0301,0.0165,0.0255,0.0574,0.0394,0.1694,0.5749,1.5257,3.0437,4.6455,5.3897,4.7378,3.3215,1.8622,1.0621,0.7966,0.741,0.7265,0.7115,0.5586,0.4257,0.2889,0.1734,0.1334,0.0689,0.0192,0.0271,0.0201,0.0165,0.0341,0.0336,0.0041,0.0195,57.51
0.0277,0.0081,0.0023,0.0498,0.0258,0.083,0.0814,0.0451,0.0079,0.0008,0.0114,0.0268,0.0364,0.0936,0.2285,0.5003,0.9802,1.5523,2.2228,2.755,2.9686,2.806,2.3962,1.7195,1.1444,0.6702,0.4142,0.2794,0.2529,0.191,0.1959,0.1336,0.1284,0.0964,0.0621,0.0534,0.1034,0.0128,0.0209,0.0358,0.0187,0.0184,0.0021,0.0414,0.0098,0.0412,0.0086,0.0244,0.0329,0.0372,38.25
0.015,0.0216,0.0235,0.0212,0.0233,0.0567,0.0003,0.0128,0.0294,0.0641,0.0101,0.0092,0.0104,0.0194,0.0219,0.0161,0.0439,0.0398,0.1297,0.2711,0.7211,1.5731,2.7728,3.8821,4.3414,3.8962,3.0278,1.8442,1.0245,0.6001,0.4355,0.4001,0.4043,0.3179,0.2427,0.1705,0.1417,0.0803,0.0708,0.0232,0.0419,0.0303,0.0418,0.006,0.0269,0.0278,0.0126,0.0024,0.0241,0.0116,48.55
0.0043,0.0481,0.0138,0.0274,0.004,0.0203,0.0239,0.0138,0.0105,0.0103,0.0152,0.033,0.0427,0.0292,0.0069,0.0218,0.1016,0.0178,0.0162,0.083,0.281,0.8533,2.2104,4.6421,7.8744,10.89,12.2292,11.2607,9.2029,6.4028,4.5258,3.5693,3.0977,2.7133,2.1357,1.5367,0.9714,0.533,0.2951,0.1286,0.07,0.0199,0.0139,0.023,0.0157,0.053,0.0397,0.0383,0.0235,0.0542,100.0
0.0076,0.0333,0.0504,0.0003,0.0293,0.0175,0.0017,0.0144,0.0008,0.0429,0.0426,0.0061,0.0048,0.0255,0.0227,0.0182,0.0084,0.0416,0.0135,0.0212,0.0939,0.102,0.2467,0.5654,1.2079,2.1148,3.204,4.1042,4.4748,4.1186,3.3852,2.243,1.2907,0.6532,0.3235,0.1259,0.0981,0.0475,0.0793,0.0255,0.0175,0.0087,0.0251,0.0055,0.0187,0.0116,0.0272,0.007,0.0194,0.0078,48.85
0.0346,0.0111,0.0996,0.0177,0.0025,0.0169,0.0081,0.0104,0.0654,0.0017,0.0504,0.0362,0.0056,0.0383,0.0111,0.0005,0.0006,0.0214,0.0163,0.0128,0.0416,0.0178,0.0117,0.0248,0.0288,0.0503,0.0191,0.0513,0.2957,1.4126,4.8785,10.1696,13.084,10.1867,5.2522,1.9374,1.2822,1.9992,3.0452,3.5445,3.0723,1.8564,0.8621,0.3034,0.099,0.0375,0.058,0.0179,0.0459,0.0134,100.0
0.0427,0.0351,0.0032,0.0384,0.0368,0.0005,0.0101,0.0112,0.0144,0.0178,0.0007,0.0715,0.033,0.0188,0.0362,0.0244,0.0054,0.0068,0.0389,0.0379,0.0017,0.0143,0.02,0.008,0.019,0.0521,0.1776,0.6243,1.7992,4.0962,7.3279,10.5406,11.9866,10.9906,8.8407,6.0106,4.2391,3.6164,3.5644,3.5071,3.3366,2.8495,2.2629,1.6359,1.0653,0.6728,0.4349,0.2124,0.1102,0.0618,100.0
0.0087,0.0118,0.0179,0.0285,0.0365,0.0119,0.0189,0.0471,0.0291,0.0419,0.0467,0.0058,0.0212,0.0604,0.1311,0.5055,1.4552,3.248,5.2133,6.1618,5.2586,3.7343,1.9873,1.1066,0.9301,0.998,1.1649,1.2081,1.1032,0.9145,0.67,0.4866,0.2492,0.1602,0.0646,0.0605,0.0471,0.0538,0.0353,0.0022,0.0071,0.0086,0.0179,0.0209,0.0303,0.0079,0.0129,0.0008,0.0179,0.01,67.1
0.0141,0.0365,0.0216,0.0039,0.0138,0.0131,0.0142,0.0189,0.0461,0.0857,0.2986,0.8838,2.3145,4.8417,8.262,11.4023,12.6477,11.3327,8.6221,5.1439,2.5589,1.037,0.3799,0.2007,0.085,0.077,0.0338,0.0386,0.0486,0.0361,0.0155,0.0448,0.0271,0.0233,0.0806,0.0162,0.0289,0.012,0.0017,0.011,0.0275,0.0068,0.0274,0.0096,0.0399,0.0051,0.0292,0.0654,0.0548,0.0222,100.0
0.0752,0.0542,0.0448,0.0099,0.0728,0.0111,0.0297,0.0086,0.0213,0.1006,0.3365,0.9028,1.7991,2.7286,3.1853,2.8167,1.9808,1.0367,0.4609,0.1659,0.0782,0.0712,0.0735,0.0299,0.0234,0.0617,0.0721,0.0268,0.0485,0.0361,0.0181,0.0153,0.0278,0.0187,0.0472,0.0194,0.0034,0.0229,0.0255,0.0163,0.003,0.0506,0.0485,0.0003,0.0398,0.0632,0.0619,0.024,0.0005,0.011,31.11
0.0287,0.0297,0.0086,0.0586,0.0023,0.0355,0.0154,0.0354,0.0985,0.0856,0.3384,0.8813,1.8963,2.9495,3.3979,2.9375,2.107,1.1459,0.6773,0.5149,0.5115,0.4132,0.2923,0.2028,0.1175,0.045,0.0354,0.0297,0.0232,0.0371,0.0054,0.0618,0.0026,0.0352,0.0095,0.0181,0.0505,0.0114,0.0223,0.0255,0.0524,0.0065,0.0302,0.0108,0.039,0.043,0.0209,0.0159,0.0407,0.015,37.04
0.0309,0.0734,0.0281,0.0058,0.0232,0.0034,0.0102,0.0586,0.0368,0.0041,0.0006,0.0043,0.0084,0.0293,0.1273,0.3267,0.7472,1.4568,1.9917,2.2994,2.0209,1.5351,0.9043,0.4845,0.3098,0.2583,0.1838,0.19,0.1055,0.0623,0.0311,0.039,0.0594,0.0067,0.0048,0.0237,0.0071,0.0323,0.0011,0.0331,0.0582,0.0222,0.0177,0.0142,0.0393,0.0201,0.043,0.0022,0.0105,0.0253,24.63
0.0183,0.0551,0.0132,0.0341,0.0069,0.0197,0.0333,0.0481,0.0204,0.0465,0.0452,0.0473,0.0006,0.0397,0.0166,0.0562,0.0241,0.0581,0.0707,0.092,0.276,0.7097,1.4948,2.6734,4.0867,5.2822,5.7063,5.2717,4.2283,2.7889,1.5849,0.7493,0.3548,0.1345,0.0634,0.0444,0.022,0.0096,0.0239,0.0192,0.0444,0.0231,0.0381,0.0343,0.0252,0.0508,0.0003,0.0247,0.0038,0.0166,61.57
0.013,0.0481,0.0433,0.0006,0.0007,0.0103,0.0563,0.0031,0.0179,0.0293,0.023,0.0158,0.0021,0.0033,0.031,0.0393,0.0685,0.0064,0.0141,0.0046,0.037,0.0131,0.0169,0.0698,0.0071,0.0309,0.0122,0.0052,0.0457,0.216,0.7844,2.3635,5.1307,8.3765,10.0677,9.2745,6.9911,4.6786,3.34,2.5226,1.9036,1.3101,0.7738,0.4405,0.185,0.0821,0.0371,0.0301,0.008,0.0133,100.0
0.0024,0.0012,0.0228,0.0036,0.0105,0.0054,0.0214,0.0108,0.0609,0.0274,0.0084,0.0116,0.0074,0.0099,0.0084,0.0513,0.0311,0.019,0.0373,0.0681,0.0293,0.0073,0.0774,0.0164,0.0549,0.025,0.0243,0.1067,0.3943,1.0493,2.5545,5.0863,8.317,11.3114,12.7528,12.0373,10.3709,7.3931,4.909,3.2083,2.1243,1.3744,0.8319,0.5406,0.2521,0.1382,0.0843,0.0464,0.0843,0.0246,100.0
0.0113,0.0078,0.0238,0.0172,0.0192,0.0498,0.0295,0.0237,0.0236,0.0138,0.0605,0.0013,0.0173,0.0435,0.0247,0.036,0.0382,0.0766,0.0121,0.0898,0.0249,0.0147,0.0415,0.0119,0.0251,0.0329,0.0096,0.0634,0.3374,1.0569,2.4917,4.1745,4.9746,4.2194,2.69,1.2775,0.4442,0.2137,0.1243,0.0942,0.075,0.0853,0.0413,0.0704,0.0332,0.0851,0.0542,0.02,0.0849,0.0163,50.29
0.0216,0.0023,0.0267,0.0764,0.0514,0.0157,0.0435,0.0122,0.0284,0.0135,0.0354,0.0022,0.0251,0.003,0.0284,0.0353,0.0572,0.0154,0.0295,0.1118,0.3474,0.8375,1.5297,2.2336,2.5301,2.2409,1.6961,0.9496,0.4532,0.178,0.0949,0.0636,0.0531,0.0427,0.0245,0.0319,0.0267,0.0247,0.0412,0.034,0.0186,0.0368,0.0757,0.0439,0.0298,0.014,0.036,0.0044,0.0028,0.0395,25.6
0.0079,0.0701,0.052,0.0321,0.0098,0.003,0.0029,0.0243,0.0501,0.0075,0.0197,0.0099,0.0305,0.0139,0.0323,0.0333,0.0325,0.0198,0.0051,0.0072,0.0411,0.0479,0.0009,0.0113,0.0301,0.0892,0.1778,0.439,0.9992,1.8579,2.9436,3.8989,4.3477,4.1309,3.528,2.5598,1.7388,1.2439,0.917,0.701,0.5333,0.4096,0.3278,0.2037,0.15,0.0687,0.0617,0.0231,0.0368,0.0548,52.68
0.0156,0.0371,0.0606,0.0176,0.0393,0.0002,0.0094,0.0199,0.0068,0.0404,0.0181,0.0213,0.0051,0.05,0.0309,0.0154,0.0651,0.097,0.229,0.4088,0.8142,1.2575,1.8744,2.4918,2.9649,3.1405,2.9942,2.7215,2.1331,1.5282,1.0633,0.7463,0.5519,0.4441,0.349,0.3007,0.2491,0.2152,0.158,0.102,0.0886,0.0761,0.0405,0.0734,0.0179,0.0364,0.0143,0.0137,0.0146,0.0025,40.5
0.0273,0.0297,0.0347,0.0333,0.011,0.0481,0.0106,0.021,0.0322,0.0244,0.0093,0.0327,0.0662,0.0079,0.0354,0.0348,0.0338,0.1306,0.561,2.1118,5.4,9.5311,11.6853,10.1261,7.1871,4.5612,3.6401,3.3481,2.9478,2.2287,1.4406,0.7981,0.4635,0.189,0.1477,0.0666,0.0928,0.0364,0.0804,0.0426,0.0587,0.0219,0.0082,0.0156,0.0083,0.0459,0.0187,0.0603,0.0143,0.0144,100.0
0.0272,0.0136,0.0322,0.0078,0.024,0.0212,0.0152,0.0198,0.0052,0.0255,0.0005,0.0099,0.0504,0.0393,0.0144,0.0444,0.0228,0.025,0.0176,0.039,0.0326,0.0416,0.0002,0.0648,0.037,0.037,0.016,0.0294,0.0854,0.29,0.7625,1.5323,2.3061,2.6893,2.3719,1.7344,1.0346,0.5897,0.35,0.2889,0.2231,0.1555,0.1128,0.0839,0.0348,0.0226,0.0268,0.0755,0.0274,0.0335,28.15
0.0326,0.0031,0.0195,0.0276,0.0471,0.0903,0.0195,0.0797,0.2541,0.7887,2.0739,4.369,7.4721,10.249,11.4827,10.4205,8.3102,5.4528,3.4757,2.5262,2.2769,2.1166,1.9559,1.6028,1.2149,0.7732,0.4696,0.2574,0.1418,0.0758,0.0849,0.0174,0.0121,0.0406,0.0094,0.0335,0.0085,0.0096,0.0094,0.037,0.0624,0.0146,0.0201,0.0234,0.0044,0.0184,0.0075,0.0426,0.01,0.0184,100.0
0.0391,0.0338,0.0482,0.0299,0.0406,0.0203,0.0529,0.1229,0.273,0.5668,1.0726,1.8102,2.5508,3.1756,3.406,3.1709,2.6392,1.8407,1.1673,0.6395,0.2901,0.1423,0.0865,0.0318,0.0329,0.0613,0.0171,0.0385,0.01,0.0207,0.0262,0.0605,0.0133,0.0292,0.0087,0.0363,0.0732,0.0112,0.0023,0.0266,0.0044,0.0153,0.0202,0.0707,0.0395,0.0092,0.0172,0.0147,0.0142,0.0115,38.42
0.0219,0.023,0.0276,0.0256,0.0069,0.0043,0.0309,0.0786,0.1325,0.306,0.7532,1.3883,2.492,3.8827,5.3528,6.4949,6.9867,6.6284,5.8712,4.4998,3.2242,2.2747,1.6758,1.3429,1.0617,0.8715,0.682,0.4953,0.3249,0.1995,0.1258,0.0865,0.0544,0.0162,0.0125,0.0588,0.0162,0.025,0.0036,0.0722,0.0213,0.0114,0.0123,0.0026,0.0101,0.0424,0.0166,0.0031,0.037,0.0661,89.05
0.0233,0.0209,0.0048,0.0535,0.005,0.0398,0.015,0.0228,0.0212,0.0087,0.0322,0.1113,0.1372,0.3764,0.7954,1.4484,2.2667,2.937,3.2057,2.9789,2.5412,1.8158,1.1529,0.7626,0.5341,0.4537,0.3464,0.3052,0.26,0.1921,0.1321,0.0777,0.0593,0.045,0.0154,0.0141,0.0119,0.0426,0.0474,0.0491,0.0104,0.0237,0.0077,0.0095,0.0065,0.007,0.0203,0.0089,0.0195,0.0189,35.53
0.0256,0.0589,0.0238,0.0358,0.0096,0.0033,0.0059,0.0423,0.0165,0.0159,0.0127,0.0151,0.0262,0.0092,0.0538,0.0014,0.0461,0.0655,0.029,0.0049,0.0077,0.0087,0.0087,0.0127,0.0464,0.0266,0.0605,0.0915,0.1917,0.4563,0.9256,1.5569,2.0594,2.2877,2.0861,1.7359,1.1019,0.6755,0.4913,0.441,0.4489,0.4241,0.3971,0.3626,0.2383,0.1848,0.1132,0.0525,0.0562,0.0537,27.45
0.0163,0.0276,0.0224,0.0055,0.0347,0.0153,0.0305,0.0228,0.0294,0.0042,0.0351,0.0002,0.0133,0.0458,0.0166,0.0235,0.0038,0.0126,0.0357,0.0522,0.1812,0.5829,1.5721,3.3848,6.2712,9.8229,12.9617,14.4332,13.6538,11.5578,8.4607,5.8724,4.1237,3.0207,2.2657,1.6756,1.1833,0.7577,0.4747,0.261,0.1673,0.0796,0.0379,0.048,0.0303,0.0311,0.0255,0.0125,0.0101,0.0211,100.0
0.0069,0.005,0.0095,0.0348,0.0152,0.0477,0.0157,0.0182,0.013,0.0449,0.0002,0.0002,0.0337,0.0437,0.0038,0.0124,0.0337,0.0738,0.2369,0.5089,1.0425,1.8189,2.7619,3.4776,3.805,3.5257,3.0324,2.2041,1.4519,0.9934,0.7593,0.5899,0.54,0.4474,0.325,0.2306,0.1416,0.1289,0.0643,0.0239,0.0538,0.014,0.0517,0.0174,0.0365,0.0434,0.0256,0.0898,0.0446,0.0243,45.52
0.0226,0.0235,0.0133,0.0376,0.0037,0.011,0.0104,0.0258,0.011,0.0087,0.0239,0.0615,0.0093,0.0066,0.0501,0.0459,0.0467,0.0023,0.0147,0.0503,0.0168,0.012,0.0073,0.0148,0.0031,0.0349,0.064,0.3015,0.6868,1.5522,2.8179,4.0276,4.6,4.1671,3.127,1.9515,1.2043,0.835,0.7805,0.7427,0.6876,0.5852,0.457,0.3622,0.2133,0.1299,0.0979,0.0422,0.0634,0.0424,51.11
0.0539,0.0416,0.0408,0.041,0.0453,0.0115,0.0048,0.0485,0.0411,0.027,0.0687,0.3113,1.1703,3.3787,7.2881,11.5421,13.6092,12.121,8.9266,5.8662,4.3839,3.8262,3.1842,2.3191,1.4126,0.7121,0.3491,0.1261,0.0647,0.0368,0.0449,0.0159,0.0218,0.0103,0.0249,0.0506,0.0293,0.0495,0.0752,0.0053,0.036,0.0034,0.0126,0.0042,0.0109,0.0011,0.0207,0.0334,0.0428,0.0041,100.0
0.0157,0.0055,0.0152,0.0302,0.0231,0.0153,0.0282,0.0186,0.04,0.0985,0.0235,0.008,0.0261,0.0037,0.026,0.005,0.004,0.0093,0.0671,0.1392,0.2633,0.6195,1.2163,2.177,3.2413,4.1736,4.5608,4.2446,3.6206,2.5486,1.6643,1.1185,0.769,0.6427,0.5692,0.4378,0.3431,0.2721,0.189,0.1759,0.0918,0.0819,0.0641,0.0459,0.014,0.0125,0.0026,0.0607,0.025,0.0052,53.31
0.043,0.0657,0.0354,0.0066,0.0522,0.012,0.0127,0.0247,0.0176,0.0081,0.0348,0.0409,0.0176,0.0023,0.0055,0.0186,0.0004,0.0057,0.0073,0.0035,0.0389,0.0194,0.021,0.0219,0.0069,0.0298,0.1592,0.6067,1.9127,4.2213,7.0181,8.3676,7.2388,4.9327,2.7682,1.7187,1.3181,1.1598,0.8708,0.5869,0.3299,0.2069,0.1162,0.0356,0.0848,0.0049,0.0311,0.0204,0.0687,0.0489,89.42
0.0305,0.0068,0.0029,0.0288,0.0527,0.0063,0.0096,0.0117,0.0067,0.0429,0.0091,0.0051,0.0218,0.0166,0.0184,0.0029,0.0164,0.0339,0.0379,0.043,0.0217,0.0059,0.0199,0.019,0.0251,0.042,0.1575,0.3178,0.7476,1.5017,2.6857,4.2374,5.9444,7.2566,7.8662,7.5405,6.8381,5.3277,3.9164,2.8441,2.1133,1.593,1.2276,0.9847,0.6578,0.4916,0.3049,0.2015,0.1159,0.0773,100.0
0.0235,0.0138,0.0351,0.0543,0.0216,0.0067,0.0003,0.042,0.0492,0.0151,0.016,0.0436,0.0057,0.0087,0.0098,0.0046,0.0148,0.0339,0.0059,0.0034,0.007,0.0023,0.0389,0.043,0.0806,0.074,0.1713,0.3924,0.7882,1.4645,2.1659,2.7691,3.0514,2.8852,2.4306,1.7651,1.2006,0.8205,0.5851,0.4118,0.3246,0.2166,0.1327,0.101,0.0398,0.0253,0.0475,0.0289,0.0227,0.0051,38.2
0.0153,0.0488,0.0531,0.0019,0.0364,0.0195,0.0013,0.005,0.0212,0.0522,0.0853,0.0084,0.0106,0.0029,0.0078,0.025,0.0326,0.0345,0.0149,0.0306,0.1453,0.2641,0.7584,1.9124,3.8007,6.3323,8.6373,9.6646,9.0824,7.6124,5.6073,4.2355,3.5043,3.1136,2.7509,2.3132,1.7255,1.1357,0.6942,0.3951,0.2186,0.1161,0.0588,0.0389,0.0358,0.0631,0.0093,0.0213,0.047,0.0645,100.0
0.0307,0.0298,0.0186,0.0237,0.0308,0.0381,0.0327,0.0313,0.0281,0.048,0.0437,0.0187,0.0144,0.0256,0.0079,0.0072,0.0056,0.025,0.007,0.0078,0.0385,0.0408,0.0844,0.2168,0.4775,1.0146,1.8259,2.7356,3.5645,3.9035,3.6421,3.0698,2.1147,1.333,0.747,0.416,0.2286,0.1411,0.1084,0.1087,0.0607,0.0315,0.013,0.0238,0.0525,0.0418,0.0042,0.0188,0.0507,0.0295,44.02
0.0266,0.0245,0.0105,0.0195,0.0103,0.0324,0.0299,0.0376,0.0578,0.0198,0.0395,0.0544,0.0488,0.1072,0.4413,1.4824,3.8666,7.5975,11.536,13.2582,11.8694,8.8224,5.5282,3.7855,3.3356,3.4502,3.5215,3.2916,2.8189,2.1791,1.4734,0.9464,0.5126,0.2689,0.154,0.0759,0.0354,0.0616,0.0343,0.0434,0.0481,0.0376,0.0142,0.0023,0.0139,0.009,0.0478,0.0075,0.0653,0.0271,100.0
0.0112,0.0326,0.0046,0.0125,0.0157,0.0651,0.0139,0.0345,0.002,0.0508,0.0744,0.0272,0.0735,0.1579,0.3901,0.8735,1.6381,2.5531,3.3291,3.6624,3.3409,2.7334,1.7528,0.9556,0.473,0.1985,0.0938,0.0602,0.0263,0.0283,0.0479,0.023,0.0307,0.0633,0.0174,0.0075,0.0157,0.0358,0.0383,0.0201,0.0475,0.0209,0.0034,0.0015,0.0082,0.0438,0.0035,0.0429,0.0108,0.0639,37.28
0.0246,0.0165,0.0298,0.0389,0.0129,0.0379,0.046,0.2085,0.3677,0.8778,1.6795,2.9773,4.3988,5.651,6.2905,6.0567,5.3406,4.0863,2.9907,2.0789,1.476,1.1061,0.8057,0.5517,0.4085,0.2505,0.143,0.0862,0.0592,0.0363,0.0385,0.0255,0.0087,0.0039,0.0347,0.0049,0.0016,0.0188,0.0136,0.011,0.0274,0.0177,0.014,0.0239,0.0077,0.0273,0.0393,0.051,0.0236,0.038,78.97
0.0463,0.0346,0.0024,0.011,0.0056,0.019,0.0271,0.0245,0.0197,0.0522,0.0218,0.1081,0.0866,0.2039,0.4498,0.9698,1.8452,3.0581,4.3467,5.4613,5.8544,5.5027,4.76,3.5681,2.4806,1.7627,1.396,1.2967,1.1669,1.0825,0.932,0.7285,0.5656,0.3917,0.2479,0.1891,0.1038,0.0824,0.0592,0.0281,0.0287,0.0208,0.0071,0.0454,0.0195,0.0041,0.0231,0.0402,0.0934,0.0012,74.08
0.0377,0.0274,0.0011,0.0039,0.0451,0.0167,0.0155,0.0133,0.0366,0.0036,0.0416,0.0317,0.0431,0.027,0.005,0.0318,0.106,0.0214,0.1224,0.3306,0.9805,2.4578,4.9293,8.2213,11.2215,12.4835,11.4249,9.3768,6.358,4.3224,3.4711,3.477,3.6673,3.7611,3.5608,2.981,2.3173,1.6719,1.0053,0.6075,0.3415,0.1561,0.0658,0.0551,0.0258,0.0137,0.0116,0.0589,0.0138,0.0163,100.0
0.0184,0.0025,0.0096,0.005,0.0347,0.0338,0.0072,0.023,0.0059,0.0012,0.0152,0.0092,0.0532,0.0418,0.1073,0.2838,0.5014,0.8926,1.4253,1.9492,2.4002,2.5828,2.4728,2.2244,1.6978,1.1973,0.8428,0.5492,0.3928,0.2776,0.2428,0.1633,0.1091,0.0818,0.0801,0.0538,0.029,0.0385,0.0359,0.047,0.0058,0.0028,0.0168,0.0251,0.0561,0.0162,0.0147,0.0492,0.0449,0.0408,31.2
0.0272,0.0194,0.0332,0.0205,0.0087,0.07,0.0121,0.0042,0.0257,0.0223,0.0248,0.0411,0.0005,0.017,0.0454,0.0708,0.0384,0.0017,0.0132,0.0256,0.0259,0.0269,0.1128,0.1521,0.3558,0.735,1.4921,2.6489,4.138,5.7774,7.0279,7.6343,7.392,6.839,5.446,4.0618,2.9502,2.1576,1.5199,1.0942,0.7455,0.5043,0.3199,0.1894,0.0933,0.0612,0.0451,0.0568,0.0361,0.0091,94.19
0.0248,0.026,0.0013,0.032,0.0104,0.0676,0.0057,0.0047,0.0067,0.0188,0.0065,0.002,0.0007,0.0124,0.0129,0.0146,0.0414,0.0168,0.0256,0.0466,0.1008,0.5262,2.0197,5.2747,9.5066,11.6218,9.5684,5.8922,2.7324,1.6766,1.9306,2.5081,2.73,2.4136,1.7123,0.987,0.4585,0.2016,0.0874,0.0493,0.0111,0.0292,0.0308,0.0063,0.0474,0.0319,0.0628,0.0147,0.023,0.013,100.0
0.0298,0.0038,0.0293,0.0612,0.0317,0.0049,0.0099,0.0274,0.0078,0.0187,0.0083,0.0307,0.0273,0.0299,0.0317,0.0123,0.0008,0.0197,0.0312,0.0104,0.0122,0.0385,0.0412,0.1327,0.283,0.9804,2.4341,4.2772,5.1191,4.2845,2.7355,1.5137,1.0411,1.0937,1.1716,1.0003,0.706,0.3905,0.16,0.0884,0.0202,0.0323,0.0083,0.0283,0.0026,0.0238,0.0025,0.0124,0.0066,0.0213,52.64
0.0078,0.0395,0.0172,0.0017,0.0192,0.0136,0.0226,0.0607,0.0466,0.0301,0.0452,0.012,0.0106,0.0299,0.0105,0.006,0.0633,0.0187,0.0432,0.0106,0.0198,0.024,0.0174,0.0038,0.0225,0.0809,0.2498,0.6835,1.602,3.1697,5.1806,6.9575,7.7343,7.0698,5.6191,3.6652,2.1938,1.3737,1.0717,0.9863,0.9663,0.9257,0.7986,0.6261,0.4936,0.3632,0.2033,0.1273,0.1123,0.0399,88.45
0.0455,0.0136,0.0149,0.0807,0.0171,0.0131,0.0262,0.0384,0.0122,0.0335,0.117,0.5754,2.0506,5.3338,9.3991,11.4597,9.7511,6.8878,4.2109,3.2891,3.0768,2.6143,1.823,1.0419,0.483,0.2904,0.0999,0.0678,0.0661,0.0358,0.0519,0.0463,0.0416,0.0711,0.0289,0.0282,0.0085,0.0183,0.0248,0.0467,0.0137,0.054,0.0218,0.0197,0.0155,0.0018,0.0053,0.0567,0.0113,0.0205,100.0
0.018,0.0258,0.0181,0.0626,0.0088,0.0326,0.0024,0.0285,0.0031,0.0043,0.0502,0.0149,0.0552,0.038,0.0017,0.0284,0.0925,0.0587,0.1001,0.2942,0.8318,1.9682,3.8887,6.3015,8.4604,9.3413,8.4799,6.5963,4.0612,2.1104,0.9209,0.3752,0.1739,0.0673,0.0591,0.0233,0.0699,0.0516,0.0354,0.0298,0.0253,0.0379,0.016,0.0423,0.0033,0.0254,0.0323,0.0221,0.0749,0.0043,99.53
0.0367,0.0553,0.0246,0.0431,0.01,0.018,0.0222,0.0177,0.0416,0.019,0.0422,0.0133,0.0537,0.0224,0.0535,0.0349,0.0008,0.0677,0.0196,0.0735,0.3406,1.187,3.246,6.8887,10.8933,12.9642,11.7739,9.1615,6.1762,4.5562,3.9285,3.4009,2.724,1.953,1.2844,0.7326,0.3548,0.1739,0.0797,0.0937,0.0512,0.0154,0.0131,0.0485,0.0212,0.0496,0.068,0.0155,0.0167,0.0536,100.0
0.001,0.0461,0.0535,0.0022,0.0742,0.0009,0.0064,0.026,0.0106,0.0026,0.0423,0.0006,0.0509,0.011,0.0209,0.026,0.0209,0.0441,0.0272,0.0327,0.0201,0.0242,0.0593,0.0221,0.0609,0.045,0.1256,0.3055,0.7657,1.6078,2.8698,4.3368,5.5963,6.1464,5.715,4.8598,3.442,2.2927,1.5652,1.1712,1.0555,0.9775,0.9133,0.8308,0.6984,0.5528,0.4086,0.3464,0.2131,0.1398,74.52
0.0458,0.0363,0.02,0.0136,0.0694,0.0211,0.0223,0.0169,0.0117,0.0085,0.0113,0.0082,0.0016,0.0453,0.0394,0.0307,0.0248,0.0218,0.039,0.0314,0.179,0.4377,1.2998,3.0704,6.0605,9.811,13.1348,14.5285,13.138,10.2969,6.3586,3.2866,1.4415,0.5724,0.2166,0.0962,0.0793,0.0869,0.0708,0.0406,0.017,0.0672,0.0177,0.0163,0.0114,0.0041,0.0364,0.0246,0.0547,0.0285,100.0
0.009,0.0594,0.0041,0.0169,0.0049,0.019,0.0124,0.0162,0.0191,0.0052,0.0692,0.0223,0.0097,0.0032,0.0339,0.1147,0.4528,1.3621,3.613,7.2392,11.0404,12.7213,11.1884,7.931,4.6922,3.083,2.9004,3.2715,3.4752,3.2091,2.43,1.6447,0.9586,0.4321,0.1912,0.0606,0.0435,0.0344,0.0506,0.0305,0.0595,0.0025,0.0093,0.0085,0.0089,0.0315,0.0027,0.0238,0.0133,0.0052,100.0
0.0503,0.0011,0.0227,0.0616,0.0392,0.0349,0.0108,0.015,0.0737,0.136,0.3711,0.9194,1.9958,3.5881,5.4769,7.0476,7.7079,7.227,6.0381,4.4519,3.1353,2.4001,2.0692,1.9593,1.7313,1.445,1.1472,0.766,0.5081,0.2933,0.1409,0.1064,0.0462,0.0147,0.0115,0.0312,0.0131,0.0038,0.0017,0.0386,0.0464,0.0258,0.0034,0.0203,0.0455,0.0216,0.0087,0.02,0.0202,0.0278,95.01
0.0438,0.0062,0.0039,0.0073,0.0694,0.0008,0.0101,0.021,0.0594,0.1178,0.3061,0.7969,1.6562,3.0106,4.6179,5.99,6.5505,6.0484,5.1452,3.5472,2.2529,1.5107,1.2126,1.1312,1.1123,1.0313,0.842,0.6801,0.4535,0.2922,0.1648,0.1092,0.0853,0.081,0.0117,0.0163,0.0219,0.0406,0.0264,0.0429,0.049,0.0587,0.0029,0.0121,0.0874,0.0434,0.0233,0.0606,0.0271,0.0097,78.28
0.0505,0.0644,0.0176,0.06,0.0629,0.0397,0.0014,0.0055,0.0537,0.0226,0.0089,0.0062,0.012,0.0311,0.0235,0.0362,0.0073,0.0184,0.027,0.0889,0.0173,0.0343,0.0461,0.2238,0.3839,0.95,1.7274,2.7982,3.7375,4.1852,3.8572,3.1806,2.1308,1.3728,0.9023,0.7226,0.5921,0.5496,0.465,0.3753,0.2699,0.187,0.119,0.0957,0.0574,0.0473,0.0389,0.0117,0.0241,0.0055,47.74
